at_users,id,pictures,note_id,like_count,create_time,show_tags,content,user_info,ip_location,sub_comments,liked,sub_comment_cursor,sub_comment_has_more,sub_comment_count,status
[],6758b44d000000000803f253,,66cbd1f7000000001f01802d,0,1733866574000,[],痛苦就一定代表糟糕吗,奇奇咔咔的奇怪礼物,,[],False,,False,0,0
[],675845f1000000000803cad8,,66cbd1f7000000001f01802d,1,1733838321000,[],说得非常好，我们永远不知道明天和意外哪一个会先来，开心也是一天，不开心也是一天，好好拥抱自己吧，无论现在的你是多么狼狈悲伤，走出门，活下去！,原始福,,[],False,,False,0,0
[],67565636000000000d001b5a,,66cbd1f7000000001f01802d,3,1733711415000,[],感觉开心不起来，每天的心情真的很糟糕，心里真的很难受,菲菲的布朗尼,,[],False,,False,0,0
[],675554d9000000001a01047f,,66cbd1f7000000001f01802d,3,1733645530000,[],道理都知道，确实是跟自己过不去，堵到吃不下饭，心理压着块石头一样，控制不住的流泪掐自己,哈哈,,[],False,,False,0,0
[],6754ee8400000000070063eb,,66cbd1f7000000001f01802d,0,1733619333000,[],怎么办孩子生病了，坚持一年看不到希望，看到她痛苦，我也痛苦，一人受折磨，真想解脱,悠闲喜鹊,,"[{'content': '很折磨人', 'liked': False, 'show_tags': [], 'create_time': 1736109407000, 'target_comment': {'user_info': {'user_id': '5b685c106b58b74119148e9f', 'nickname': '悠闲喜鹊', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30uoqovh45e004aa992e113kvjq89m8o?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABbWY0b70CPtknJIIuvx74lOKjfmR6pTkvQfmO_czsqzk='}, 'id': '6754ee8400000000070063eb'}, 'id': '677aed5f0000000012009ddc', 'note_id': '66cbd1f7000000001f01802d', 'status': 0, 'at_users': [], 'like_count': '0', 'user_info': {'user_id': '57e220255e87e76b6b0fc2f4', 'nickname': '当下', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/64565d171c15218568731f58.jpg?imageView2/2/w/120/format/jpg', 'xsec_token': 'AB7ZT6-KZNaNPgbWr6bDwdtuNPlu5Zvnhbaq5OODxZV10='}}]",False,677aed5f0000000012009ddc,False,1,0
[],67513675000000000d000738,,66cbd1f7000000001f01802d,0,1733375606000,[],俩门牙没了[笑哭R][笑哭R]这几天一直很痛苦 好崩溃 感觉玉玉症要犯了都不想活了[笑哭R][笑哭R]前几天我还在快乐的啃骨头呢[笑哭R][笑哭R][笑哭R]补完以后再也啃不了了[笑哭R],甜心奶兔酱,,"[{'id': '67513689000000000c024250', 'at_users': [], 'liked': False, 'like_count': '0', 'target_comment': {'id': '67513675000000000d000738', 'user_info': {'nickname': '甜心奶兔酱', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo310739lnvlo505o3atobg82jnnjft570?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABDZEZs5eIbG9DL5c6peE5rWZYQVilfPoF3sMfEx3JxJU=', 'user_id': '606aee170000000001000a77'}}, 'create_time': 1733375626000, 'note_id': '66cbd1f7000000001f01802d', 'status': 0, 'content': '直到现在我还感觉在梦里[笑哭R]', 'user_info': {'user_id': '606aee170000000001000a77', 'nickname': '甜心奶兔酱', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo310739lnvlo505o3atobg82jnnjft570?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABDZEZs5eIbG9DL5c6peE5rWZYQVilfPoF3sMfEx3JxJU='}, 'show_tags': []}]",False,67513689000000000c024250,True,4,0
[],6750e14c000000001b0027dd,,66cbd1f7000000001f01802d,3,1733353804000,[],我真的好累啊怎么办[哭惹R]，每天都在失眠，多希望自己再睡梦中离开这个世界[哭惹R]，真的好累为什么我的人生会这样,UN,,"[{'user_info': {'user_id': '59682d175e87e70a5f377dd9', 'nickname': '宝', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/cd255d0e201935e0d852bd371f18c198.jpg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABw9hLRmX2wky2VVaWA97rfVAqIp4anTlyfZGYz_tXRcs='}, 'target_comment': {'user_info': {'user_id': '5c3e1c730000000006029a5f', 'nickname': 'UN', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31cpjmmsih6005n1u3hphl6iv953jhk8?imageView2/2/w/120/format/jpg', 'xsec_token': 'AByezcKmRGiqjmPvXRSOz6jGM4Wqmn2y6p2Or8GZQp_rQ='}, 'id': '6750e14c000000001b0027dd'}, 'id': '6761adc400000000110038a5', 'content': '我也是[可怜R]', 'at_users': [], 'liked': False, 'create_time': 1734454724000, 'note_id': '66cbd1f7000000001f01802d', 'status': 0, 'like_count': '0', 'show_tags': []}]",False,6761adc400000000110038a5,True,2,0
[],6750443c000000001a0325b8,,66cbd1f7000000001f01802d,19,1733313597000,[],毕业在家不想工作。有很大的容貌焦虑。 刷抖音看到他们全都是有钱人长得又漂亮又有钱。以前我就会很喜欢这种 自从上大学去了市中心以后发现全是漂亮的女生，自己就像一个配角一样。觉得自己好土，然后现在刷抖音也是比自己漂亮的有钱的。生活已经很痛苦了。一想到当牛马去，一个月工资2000不到，我就觉得天塌了。我以前特别喜欢买衣服打扮自己，可发现自己穿着并不好看。现在打的收拾的欲望都没有了 什么兴趣都没有了。父母只会嫌弃你不上班不努力。母亲明明很关心我的，他一定要以骂我的方式关心我真的很痛苦[哭惹R],可爱,,"[{'user_info': {'user_id': '5b4dc6ec4eacab2335766e1b', 'nickname': '可爱', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31e73a784h6504a780l3eorgrrmg2mko?imageView2/2/w/120/format/jpg', 'xsec_token': 'AB2YBnKFecfRc6UNElrddxB9CzJileo4BAJvSgYHwHcmQ='}, 'create_time': 1733313716000, 'note_id': '66cbd1f7000000001f01802d', 'content': '我在家就会容貌焦虑。上班去每天累死累活的，没有时间想这个，但是我也不想过这种生活。上班去可能能维持我活下去，可是我一旦不上班，我又会容貌焦虑想不开', 'at_users': [], 'liked': False, 'target_comment': {'id': '6750443c000000001a0325b8', 'user_info': {'xsec_token': 'AB2YBnKFecfRc6UNElrddxB9CzJileo4BAJvSgYHwHcmQ=', 'user_id': '5b4dc6ec4eacab2335766e1b', 'nickname': '可爱', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31e73a784h6504a780l3eorgrrmg2mko?imageView2/2/w/120/format/jpg'}}, 'id': '675044b4000000001a03062d', 'status': 0, 'like_count': '3', 'show_tags': []}]",False,675044b4000000001a03062d,True,15,0
[],674ddbe9000000000d000a56,,66cbd1f7000000001f01802d,15,1733155817000,[],去尼玛的焦虑症 去尼玛的不安 去尼玛的眼睑痣 去尼玛的社交 去尼玛的强波症 去尼玛的毛头发 去尼玛的大饼脸 彗星快来吧 如果明天是世界末日我就开心了 可恶啊 去尼玛的我自己廉价的自卑 你妈就躲在阴暗的角落里无人问津 自生自灭 腐朽吧 去尼玛的的时间都去哪了 我要引爆地球 我要毁灭世界 要发疯了 b溃了妈的 去尼玛的键盘打字都打不顺畅！滚呀 可恶的生活 人都要抑郁啊 妈的没人懂我 自己不会爱自己 做不到呀妈的 疯了 疯了挺好 赛博疯子 切,Brightnight（桂）,,"[{'id': '6779501c000000000e01d935', 'like_count': '0', 'user_info': {'user_id': '5dde94fe000000000100aaab', 'nickname': 'loveyoumimi', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/5dde94fe000000000100aaab.jpg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABwAfzuJO8QthUxw7g1Zp_pnUQruBcicdI-Xa_rU2uh4c='}, 'show_tags': [], 'note_id': '66cbd1f7000000001f01802d', 'status': 0, 'content': '[害羞R]', 'at_users': [], 'liked': False, 'create_time': 1736003613000, 'target_comment': {'id': '674ddbe9000000000d000a56', 'user_info': {'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31bs0d89c0u6g5p51fn8ap5lssb2etpo?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABMECfDIz23P67b_p3EGm4vCJSJ3m0HLFjmBuPuP1ML_Q=', 'user_id': '64a17dd0000000002b0096bc', 'nickname': 'Brightnight（桂）'}}}]",False,6779501c000000000e01d935,False,1,0
[],674dcdae000000003d01ef93,,66cbd1f7000000001f01802d,0,1733152175000,[],"感觉快熬不下去了,真的好想哭[哭惹R]去年的时候查出甲亢，今天也感染了hpv高危，为什么倒霉的都是我、感觉活着真的好累好累，真的好羡慕那些健健康康的人，我想我以后在也不会快乐了；已经抑郁了一个月",没有文案,,"[{'note_id': '66cbd1f7000000001f01802d', 'status': 0, 'liked': False, 'like_count': '0', 'show_tags': [], 'id': '674f09000000000007014bab', 'content': '甲亢有啥症状吗', 'at_users': [], 'user_info': {'user_id': '5d2f8c260000000012016c14', 'nickname': '热爱喝热一点水的已婚妇女', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/5d2f93d2fa0ec90001f38da4.jpg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABlhjJya1tG2v2GdBuaC0AhhefXMJmGZ54h_-kMh0IHCY='}, 'create_time': 1733232897000, 'target_comment': {'id': '674dcdae000000003d01ef93', 'user_info': {'xsec_token': 'AB2tM51QfboEzTzD_3BicdvoefD5FmL8N70J9qc79lLAU=', 'user_id': '65449292000000000d00560d', 'nickname': '没有文案', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31dacn3t7g8005pa4ia938lgdlf2en0o?imageView2/2/w/120/format/jpg'}}}]",False,674f09000000000007014bab,True,4,0
[],6749ddc7000000000200685c,,66cbd1f7000000001f01802d,6,1732894151000,[],有时候感觉真的痛苦，感觉这样的一段人生都不是我想要的，但我却改变不了的无能为力感,有风吹过,,[],False,,False,0,0
[],67499ca400000000020072c4,,66cbd1f7000000001f01802d,1,1732877477000,[],好后悔[哭惹R]，被人欺负，费了九牛二虎二力起诉马上大获全胜，却被调解员一顿忽悠完全乱了方寸，同意调解了，现在已经严重抑郁了天天后悔的哭,小红薯65557F52,,[],False,,False,0,0
[],6749087b000000003d01f033,,66cbd1f7000000001f01802d,1,1732839548000,[],上学让我好痛苦，不合群的宿舍，听不懂的专业课，找不到的实习工作，学校逼迫赚取的学分，强制参加的各种大学生职业大赛。,Coconut椰子奶啵啵,,[],False,,False,0,0
[],6746609d000000001b035eec,,66cbd1f7000000001f01802d,5,1732665501000,[],我好痛苦,天天开心,,"[{'show_tags': [], 'target_comment': {'id': '6746609d000000001b035eec', 'user_info': {'user_id': '571a2d984775a76c86a3ed54', 'nickname': '天天开心', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/67a63232e764ee530bd9fe10.jpg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABmCGVyrxEtNYCy3RvaFhYzlqBgMWrQmcgnljkK33VbLw='}}, 'note_id': '66cbd1f7000000001f01802d', 'content': '我也是[哭惹R]', 'at_users': [], 'liked': False, 'like_count': '0', 'user_info': {'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo314fekmsd686g5ofrsin40qtt8egn22g?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABivWJz_BseO7XMOI6rcIE4Y8jZyGmXoXqwDAsSy5IZCs=', 'user_id': '61fbe4ae0000000010006bbd', 'nickname': '戴着耳机入睡'}, 'create_time': 1732939380000, 'id': '674a8e74000000001b037dac', 'status': 0}]",False,674a8e74000000001b037dac,True,2,0
[],674617b5000000000700346a,,66cbd1f7000000001f01802d,48,1732646837000,[],凌晨没忍住偷看了以前霸凌过我的女生的社交账号，发现她现在很漂亮过的很好，越想越崩溃,Melody,,"[{'status': 0, 'liked': False, 'like_count': '45', 'show_tags': [], 'id': '674d2962000000001a03272d', 'note_id': '66cbd1f7000000001f01802d', 'content': '别人给你看到的都是想给你看的 说不定事实不是这样呢[皱眉R]', 'at_users': [], 'user_info': {'nickname': '椰耶', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313rsipeg1g6g5nie2ung8vnukt9u1qo?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABD2XSp4WllzF4xWy9hNntc3C-hoLb8IWkgzBL5vuQ9jk=', 'user_id': '5e4e17af0000000001007efe'}, 'create_time': 1733110114000, 'target_comment': {'id': '674617b5000000000700346a', 'user_info': {'xsec_token': 'ABccO_KTuqAikSK5xyJH5tM2K3Ald9OWvujsta-mvTAlI=', 'user_id': '5c6139ab000000001d00caa7', 'nickname': 'Melody', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31c670tu0h0005n3176ln9il7r3a9f98?imageView2/2/w/120/format/jpg'}}}]",False,674d2962000000001a03272d,True,23,0
[],6745a9fb000000000200600e,,66cbd1f7000000001f01802d,4,1732618748000,[],我也想开心 我也想轻松 我也想分享喜悦 我已经很努力了 但总是一下就能把我努力来的所有都贬值空掉 我不光努力的东西看不见了 原本有的也一点一点都收走了 是不是活的越往后 我的双手越空 内心委屈太多了 这样活着 为了什么呢,椿,,"[{'target_comment': {'id': '6745a9fb000000000200600e', 'user_info': {'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo318mjifqjk4005nnmrrq08cf55dgaf80?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABtjE5l8_g0R_s7HqQtFZmFHiMijZAEJb1rp_OtIdwCTI=', 'user_id': '5ef6def400000000010031e5', 'nickname': '椿'}}, 'id': '674d4e6800000000070015c9', 'content': '尽力就好，直到终点那一刻就解脱了。', 'at_users': [], 'liked': False, 'like_count': '0', 'user_info': {'user_id': '600bf0a20000000001000e89', 'nickname': '小红薯600CA6AB', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/d784fc20c996f3d2f39d034c404f234e.jpg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABsvbiMLS5L3uCH1FrxYaz2ARmRwHuViKy4kXGrspo1Us='}, 'show_tags': [], 'note_id': '66cbd1f7000000001f01802d', 'status': 0, 'create_time': 1733119593000}]",False,674d4e6800000000070015c9,False,1,0
[],6745a866000000001b0209f8,,66cbd1f7000000001f01802d,2,1732618343000,[],每天都是强撑一天 生活里没有任何给我精神支持 撑不住了就大哭 哭好了 又硬抗 没有希望给我 又迷茫又寒冷,椿,,[],False,,False,0,0
[],6745a7db000000001b035e22,,66cbd1f7000000001f01802d,0,1732618203000,[],[哭惹R],椿,,[],False,,False,0,0
[],67446e4d000000001a019909,,66cbd1f7000000001f01802d,2,1732537934000,[],我现在很痛苦,。,,"[{'id': '676ea654000000001200de74', 'create_time': 1735304789000, 'at_users': [], 'liked': False, 'like_count': '0', 'user_info': {'user_id': '672f53dd000000000100150e', 'nickname': '网名', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/645b7f257b3e7e60e53504de.jpg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABfgHhIPKL83mbYjFbRujJl-HA1frdNNHDCmJd9NJNjAU='}, 'show_tags': [], 'note_id': '66cbd1f7000000001f01802d', 'status': 0, 'content': '虽然我无能为力，但希望你现在好了一点，没那么痛苦了[微笑R]', 'target_comment': {'id': '67446e4d000000001a019909', 'user_info': {'user_id': '5c9a40e100000000160292ff', 'nickname': '。', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/5c9a40e100000000160292ff.jpg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABFB-HImJlzPx6wBsh6UVSBiz7DrRQWU-IXiGiXVKXWas='}}}]",False,676ea654000000001200de74,True,3,0
[],67432f490000000002007311,,66cbd1f7000000001f01802d,2,1732456266000,[],我真的好难过[哭惹R]，我妈说我没良心，,愿你平安,,"[{'id': '676ea7b10000000012008d4a', 'status': 0, 'liked': False, 'like_count': '0', 'create_time': 1735305138000, 'target_comment': {'id': '67432f490000000002007311', 'user_info': {'xsec_token': 'ABhiwFuFqvtjwR7Jvpinik-ZKP0dQcynWzLH9bu-6ughY=', 'user_id': '5b6a7be4f7e8b903ee298695', 'nickname': '愿你平安', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31bcf0mfo006g4ab0cntu91klpiau120?imageView2/2/w/120/format/jpg'}}, 'note_id': '66cbd1f7000000001f01802d', 'content': '我觉得良心这种东西完全没有标准，每个人认为的良心都不同，你妈说你没有良心，可能是带着想把你改变成她想要的某个样子的目的说的，她这样可能不太尊重你，不好好和你讲清楚她的想法而是选择指责你，但我觉得如果你很伤心可以试着和你妈沟通一下，沟通一下你难受的感受和你的想法并了解一下她的想法，尽量减少对事情的评价，而是陈述事实，客观一点看待问题，说不定能让你更了解你妈，你妈也更了解你，，变得没那么难受[微笑R]', 'at_users': [], 'user_info': {'xsec_token': 'ABfgHhIPKL83mbYjFbRujJl-HA1frdNNHDCmJd9NJNjAU=', 'user_id': '672f53dd000000000100150e', 'nickname': '网名', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/645b7f257b3e7e60e53504de.jpg?imageView2/2/w/120/format/jpg'}, 'show_tags': []}]",False,676ea7b10000000012008d4a,False,1,0
[],67410805000000001b035f71,,66cbd1f7000000001f01802d,5,1732315142000,[],宇宙妈妈请眷顾我 🙏,Shaaaaaaly,,[],False,,False,0,0
[],673e85f8000000001501c8ff,,66cbd1f7000000001f01802d,1,1732150776000,[],越想去解决，反而发现越是一团乱麻。倘若轻轻放下，又心有不甘。,言子,,[],False,,False,0,0
[],673e7959000000001a026abf,,66cbd1f7000000001f01802d,1,1732147545000,[],我的痛苦就是无法行走 ……,小雪,,[],False,,False,0,0
[],673d854b000000001b00284e,,66cbd1f7000000001f01802d,1,1732085067000,[],太痛苦了，最近一点都不顺,公考便利店,,[],False,,False,0,0
[],673c79c3000000001b0029b7,,66cbd1f7000000001f01802d,0,1732016579000,[],收到[合十R][合十R][合十R],一切安好,,[],False,,False,0,0
[],673bc255000000001b035eed,,66cbd1f7000000001f01802d,10,1731969622000,[],这个冬天就去卧轨,ourworldaway,,"[{'content': '不要 冬天该很美的', 'liked': False, 'user_info': {'user_id': '5b97217b01277d00014f47c3', 'nickname': '墨鱼乌冬面', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30oaomr87i6004atqjognmhu3m84ks30?imageView2/2/w/120/format/jpg', 'xsec_token': 'AB3DnDRA2SpyHHAx5lpSa-NMuihvgKlYhZB_MDg5sh5wc='}, 'show_tags': [], 'create_time': 1732000385000, 'note_id': '66cbd1f7000000001f01802d', 'status': 0, 'like_count': '20', 'target_comment': {'id': '673bc255000000001b035eed', 'user_info': {'user_id': '66f81f96000000001d02134a', 'nickname': 'ourworldaway', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31d183cav0s005pno3ub7c4qa7hmqlrg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABImrbTai4tL3hWmx1eqGvRCOKcQ48JYVPZ4WB6e0HVks='}}, 'id': '673c3a800000000002005c88', 'at_users': []}]",False,673c3a800000000002005c88,True,15,0
[],673a7bdd000000001a01b9ac,,66cbd1f7000000001f01802d,0,1731886046000,[],可是我一出门就倒霉好难受好难受怎么办啊没有人帮我没有人听我倾诉,蒜蓉辣酱蒸龙掌,,"[{'status': 0, 'content': '愿意和我分享吗？不知道能不能帮到你，但如果你想要有人倾听，我愿意当个倾听者[微笑R]', 'user_info': {'nickname': '网名', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/645b7f257b3e7e60e53504de.jpg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABfgHhIPKL83mbYjFbRujJl-HA1frdNNHDCmJd9NJNjAU=', 'user_id': '672f53dd000000000100150e'}, 'show_tags': [], 'target_comment': {'id': '673a7bdd000000001a01b9ac', 'user_info': {'user_id': '655ac35a0000000010009e67', 'nickname': '蒜蓉辣酱蒸龙掌', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31eo2iime5s505paqodd417j7ponp7a0?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABgru_0Xqo3EEi34UzxgWUVA_0sObyyCwlb-AXjFPHiR0='}}, 'id': '676ea85c000000001102d749', 'note_id': '66cbd1f7000000001f01802d', 'at_users': [], 'liked': False, 'like_count': '0', 'create_time': 1735305308000}]",False,676ea85c000000001102d749,False,1,0
[],67381f07000000001b037abe,,66cbd1f7000000001f01802d,1,1731731207000,[],生育让我好痛苦，每天都有不一样的痛苦,Tianpearl,,"[{'note_id': '66cbd1f7000000001f01802d', 'content': '请问你是怎么了，我也好痛苦', 'user_info': {'user_id': '5cb5a2d40000000017012d2e', 'nickname': 'share', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31acb7hjb6u005n5lkba5qb9e83soido?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABLa0W3l4qWVhmEsIVHC4LJlh4EvhvYIYS3JkKYpAISLM='}, 'create_time': 1734514612000, 'like_count': '0', 'show_tags': [], 'target_comment': {'id': '67381f07000000001b037abe', 'user_info': {'user_id': '5cf85d300000000010029428', 'nickname': 'Tianpearl', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/5cf85d300000000010029428.jpg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABf56Z8mJ95zYX8aLgO4yxo-rMWGxLguQrOKL7L3BI50U='}}, 'id': '676297b300000000100075ec', 'status': 0, 'at_users': [], 'liked': False}]",False,676297b300000000100075ec,False,1,0
[],67359f60000000001a0185aa,,66cbd1f7000000001f01802d,2,1731567456000,[],真的要被痛苦淹没了,时间总会说出再见,,[],False,,False,0,0
[],673574ac0000000018028aa1,,66cbd1f7000000001f01802d,1,1731556525000,[],很苦，苦中找点甜吃，可是我有四只小猫呀，它们就是我的牵挂，所以我不能死，也不想结婚生子，真希望下辈子投胎富二代或者明星，活的快乐一点。,五岁麻瓜少年,,[],False,,False,0,0
[],6733fdb1000000001a010399,,66cbd1f7000000001f01802d,2,1731460529000,[],可人生它就是一坨屎，我也是。包括地面上的一切，只想腐烂在地下。,大树,,[],False,,False,0,0
[],6732ff28000000001b022888,,66cbd1f7000000001f01802d,0,1731395369000,[],出去赏秋[黄色心形R],情绪教练叫老纪,,[],False,,False,0,0
[],67321308000000001a01b41b,,66cbd1f7000000001f01802d,14,1731334920000,[],活着好痛苦，是不是死了就解脱了啊,later,,"[{'note_id': '66cbd1f7000000001f01802d', 'like_count': '11', 'show_tags': [], 'id': '67486791000000001b021643', 'content': '不许死，生活再苦也要走完这个流程', 'at_users': [], 'liked': False, 'user_info': {'nickname': 'momo', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31euamr896i6g4bt4incumm959maicho?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABX7hz-setUiAdtjjM0K6FapA3MTMyLS61Z0H-xmEiKXQ=', 'user_id': '5bf759ebf9e6a50001d95925'}, 'create_time': 1732798353000, 'target_comment': {'id': '67321308000000001a01b41b', 'user_info': {'user_id': '5daaf1790000000001003b14', 'nickname': 'later', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/5daaf1790000000001003b14.jpg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABchBYEMM4JY_gEgfBjufZFDE-MyudogHV_vKVmMFDiQI='}}, 'status': 0}]",False,67486791000000001b021643,True,10,0
[],673200e6000000001b000d1a,,66cbd1f7000000001f01802d,3,1731330278000,[],我以前遇到再大的事情第二天起床就会很好多，现在第二天醒了第一件事就是想起来并且复盘，时不时又安慰自己调节的过来，但是再碰到类似的场景和情况又会无比痛苦，质疑自己为什么当初要做出那样的决定，为什么这么苦，为什么我什么都没有，为什么要让我承受这些,第二个左猫右鸠,,"[{'id': '67320100000000001b0012d8', 'note_id': '66cbd1f7000000001f01802d', 'status': 0, 'at_users': [], 'liked': False, 'show_tags': [], 'target_comment': {'id': '673200e6000000001b000d1a', 'user_info': {'nickname': '第二个左猫右鸠', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313itqi3a3k005ojgvquocf1jkmq67n8?imageView2/2/w/120/format/jpg', 'xsec_token': 'AB687EM0DH5efkn-8F4I3eaFObRuw79QhwGhe4YF_NhRw=', 'user_id': '6270febd0000000021023c33'}}, 'content': '真的放过我好不好，不要让我这样了', 'like_count': '2', 'user_info': {'user_id': '6270febd0000000021023c33', 'nickname': '第二个左猫右鸠', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313itqi3a3k005ojgvquocf1jkmq67n8?imageView2/2/w/120/format/jpg', 'xsec_token': 'AB687EM0DH5efkn-8F4I3eaFObRuw79QhwGhe4YF_NhRw='}, 'create_time': 1731330305000}]",False,67320100000000001b0012d8,False,1,0
[],672fed6d000000001702da7b,,66cbd1f7000000001f01802d,2,1731194222000,[],我今天4.48醒的，然后想睡也睡不着，也休息不好一直在想，想着7点起来学习，学和不学就在脑子里打架，我有点厌学了，不想活了，我还是二战，真的好恐惧，想死,停止乱想,,[],False,,False,0,0
[],672f93ff0000000002004f54,,66cbd1f7000000001f01802d,1,1731171328000,[],我不喜欢待在室内，可是受了伤，走路膝盖就会一直疼。一年多了，如果好不了，我可能活不下去了。,林十一,,[],False,,False,0,0
[],672f85a3000000001b022e51,,66cbd1f7000000001f01802d,2,1731167651000,[],年少最痛苦的时候不知道怎么熬过来了，中年的新痛苦却在持续[哭惹R],云迟,,[],False,,False,0,0
[],672e2c06000000001a02514a,,66cbd1f7000000001f01802d,4,1731079174000,[],我在想一个人怎么会痛苦成这样,极品狂少,,[],False,,False,0,0
[],672dc3c9000000001b007f8b,,66cbd1f7000000001f01802d,2,1731052489000,[],"好痛苦,为什么要出生[哭惹R]",我要当富婆（见过王楚钦）,,"[{'user_info': {'user_id': '672f53dd000000000100150e', 'nickname': '网名', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/645b7f257b3e7e60e53504de.jpg?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABfgHhIPKL83mbYjFbRujJl-HA1frdNNHDCmJd9NJNjAU='}, 'show_tags': [], 'create_time': 1735305462000, 'target_comment': {'id': '672dc3c9000000001b007f8b', 'user_info': {'user_id': '60d9dfe10000000001008bc2', 'nickname': '我要当富婆（见过王楚钦）', 'image': 'https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3161hc158ha5g5o6prvgg92u25a87t38?imageView2/2/w/120/format/jpg', 'xsec_token': 'ABYoVH3gF_4jhY_MzmoFcYsN1_3lC_L6qADjfCTgzboEs='}}, 'id': '676ea8f50000000011032808', 'content': '加油!祝你能找到原因，我看书目前得到的答案是存在本身就是意义，生命的意义是自己赋予的[微笑R]', 'at_users': [], 'like_count': '0', 'note_id': '66cbd1f7000000001f01802d', 'status': 0, 'liked': False}]",False,676ea8f50000000011032808,False,1,0
[],672c4ab3000000001b0225ed,,66cbd1f7000000001f01802d,0,1730955955000,[],我倒没有悔不当初，只有无奈   挣扎 妥协 叹息[哭惹R]自我怀疑否定又疑问,Eternally,,[],False,,False,0,0
[],672a26e7000000001b00285b,,66cbd1f7000000001f01802d,0,1730815720000,[],当树洞！听倾诉，本人INFP.平时经常安慰倾听身边的人。如果你需要可私信我，排解情绪。绝不透露任何个人信息，（基本素养！绝不外泄！）一个小时30r,想上天的茄子🍆,,[],False,,False,0,0
[],6729f8e0000000001b02766b,,66cbd1f7000000001f01802d,0,1730803936000,[],失业的 苟活？ 没有任何社会保障？ 纳税的意义在哪里？,七月小尾巴,,[],False,,False,0,0
[],6729de71000000001a01145b,,66cbd1f7000000001f01802d,0,1730797170000,[],当树洞！听倾诉，本人INFP.平时经常安慰倾听身边的人。如果你需要可私信我，排解情绪。绝不透露任何个人信息，（基本素养！绝不外泄！）一个小时30r,想上天的茄子🍆,,[],False,,False,0,0
